l1,l2,meeting_id
0.0,0.0,160320
0.0,0.0,160320
0.0,0.0,160320
0.0,0.0,160320
0.0,0.0,160320
26264022.0,71250.94956560228,160320
1600897532.0,619679.448043906,160320
63770.0,4005.453282713456,160320
5679699.0,37505.92631838334,160320
24096.0,2442.7369895262977,160320
1099412.0,16495.812074584264,160320
0.0,0.0,160320
0.0,0.0,160320
0.0,0.0,160320
2729896.0,25737.220051901488,160320
196129.0,7022.401797106172,160320
0.0,0.0,160320
0.0,0.0,160320
3637550.0,29721.718826474353,160320
244785.0,7855.050158974162,160320
0.0,0.0,160320
0.0,0.0,160320
3560689.0,29370.4607216162,160320
230600.0,7621.075252219991,160320
192126.0,6751.003925343252,160320
0.0,0.0,160320
2139936.0,22938.778956169397,160320
20088.0,2242.4486616197037,160320
0.0,0.0,160320
0.0,0.0,160320
1026326.0,15888.792276318549,160320
0.0,0.0,160320
7001690.0,41633.82828902478,160320
8083754.0,44828.51322540153,160320
1939114.0,21804.590067231256,160320
391063.0,9846.917334882019,160320
3078.0,875.6026496076859,160320
24175.0,2409.279767897452,160320
2095777.0,22649.727570105562,160320
49447.0,3525.091913695301,160320
0.0,0.0,160320
0.0,0.0,160320
0.0,0.0,160320
763354.0,13568.733323343045,160320
64653.0,3969.6343660342322,160320
0.0,0.0,160320
0.0,0.0,160320
1262609.0,17488.878037198385,160320
0.0,0.0,160320
0.0,0.0,160320
1389869.0,18417.747772189738,160320
4750.0,1082.056375610809,160320
0.0,0.0,160320
1727465.0,20566.96051924056,160320
175473.0,6362.6242227558905,160320
1367430.0,18390.536153141376,160320
23085.0,2409.1979993350483,160320
86418.0,4651.550064225903,160320
8376259.0,45327.113375991634,160320
4503934.0,32876.2606146137,160320
394365.0,9965.55342166204,160320
127881.0,5672.524570242072,160320
5489830.0,36307.10971696866,160320
5694073.0,37265.27226520692,160320
473920.0,10934.449140217352,160320
36.0,8.48528137423857,160320
7257724.0,42085.389863942095,160320
6532844.0,40050.394330143616,160320
405064.0,10116.912572519346,160320
0.0,0.0,160320
5002310.0,35097.95099432444,160320
473699.0,10935.395328930728,160320
1699283.0,20459.131188787072,160320
84786.0,4607.84765373162,160320
4382264.0,32822.922660847864,160320
6552160.0,40117.09613120072,160320
620034.0,12508.145186237647,160320
1605.0,622.3126224013137,160320
0.0,0.0,160320
6217912.0,38509.36395216104,160320
6160147.0,38607.359466816684,160320
454747.0,10716.390670370318,160320
5578747.0,36532.17583172401,160320
258371.0,8059.43974479616,160320
8882566.0,46786.48901125196,160320
176914.0,6680.719721706637,160320
3362140.0,28775.203005365576,160320
1293499.0,17978.99699649566,160320
1195898.0,17188.38125013522,160320
55146.0,3733.4911276176886,160320
1176712.0,17091.88321982104,160320
445512.0,10567.965272463758,160320
381675.0,9789.046582788336,160320
1534577.0,19507.20238783614,160320
713470.0,13309.402616195815,160320
886720.0,14835.705308477922,160320
1752267.0,20839.159412030036,160320
2935202.0,26886.62730801318,160320
36393.0,3019.205027817753,160320
3117946.0,27758.462169219678,160320
1823182.0,21272.745332937167,160320
3709585.0,30286.699869744803,160320
1828250.0,21345.904103597954,160320
1117705.0,16655.5196556577,160320
0.0,0.0,160320
2284856.0,23715.957834335935,160320
654949.0,12773.000469740851,160320
453595.0,10646.411742930104,160320
1545.0,619.7959341589778,160320
1122709.0,16697.115349664444,160320
596621.0,12124.605354402262,160320
681047.0,13000.831088818899,160320
622137.0,12398.452605063263,160320
1167085.0,16988.417789776657,160320
7334517.0,42663.02608817148,160320
1956897.0,21970.84365699233,160320
0.0,0.0,160320
0.0,0.0,160320
1406054.0,18625.139945782958,160320
0.0,0.0,160320
682348.0,13015.829132252775,160320
1770874.0,20905.08612754322,160320
828800.0,14361.412534984154,160320
984245.0,15656.643094865514,160320
6948.0,1320.5180801488482,160320
399936.0,10020.161076549619,160320
484316.0,10962.225230307942,160320
400563.0,9985.214719774433,160320
0.0,0.0,160320
1944198.0,21897.854187111578,160320
203240.0,7073.368787218718,160320
0.0,0.0,160320
111033.0,5294.600551505278,160320
483944.0,10845.251587676516,160320
0.0,0.0,160320
917048.0,14934.526306515383,160320
205922.0,7128.841420595636,160320
0.0,0.0,160320
1648241.0,20205.74346565847,160320
3810023.0,30670.670990377763,160320
4470397.0,33161.4930453983,160320
162943.0,6411.462157729701,160320
5401716.0,36675.25819950011,160320
2069806.0,22653.50365837479,160320
1964409.0,22085.140139922136,160320
16815.0,2069.786220845042,160320
1433068.0,18848.00551782602,160320
1354508.0,18377.872945474403,160320
3366867.0,28788.99593594747,160320
