l1,l2,cos_sim,meeting_id
0.0,0.0,0.0,220120
0.0,0.0,0.0,220120
0.0,0.0,0.0,220120
0.0,0.0,0.0,220120
0.0,0.0,0.0,220120
25625241.0,71367.57080775553,0.0,220120
0.0,0.0,0.9999999999999954,220120
1075749378.0,515228.1174877784,0.13720642926664256,220120
0.0,0.0,1.0000000000000586,220120
0.0,0.0,1.0000000000000586,220120
0.0,0.0,1.0000000000000586,220120
870598.0,14771.493966420594,0.9999997028175521,220120
0.0,0.0,1.000000000000161,220120
0.0,0.0,1.000000000000161,220120
0.0,0.0,1.000000000000161,220120
1704118.0,20693.281083482147,0.9999996174195658,220120
6186.0,1243.8319822226795,0.9999999993236637,220120
0.0,0.0,1.0000000000000964,220120
0.0,0.0,1.0000000000000964,220120
2006909.0,22371.893192128377,0.9999987981122794,220120
25638.0,2535.716861165694,0.9999999968581089,220120
0.0,0.0,0.999999999999981,220120
0.0,0.0,0.999999999999981,220120
2865029.0,26418.77523656235,0.9999944590590026,220120
53818.0,3664.8694383292836,0.9999999924821606,220120
0.0,0.0,0.9999999999999051,220120
0.0,0.0,0.9999999999999051,220120
2245186.0,23536.09037202228,0.9999978040308338,220120
0.0,0.0,0.999999999999831,220120
0.0,0.0,0.999999999999831,220120
0.0,0.0,0.999999999999831,220120
2090101.0,22721.826313040947,0.9999982882388543,220120
147812.0,6127.315562299693,0.9999999961044439,220120
0.0,0.0,0.9999999999998473,220120
0.0,0.0,0.9999999999998473,220120
0.0,0.0,0.9999999999998473,220120
698251.0,13264.996079908957,0.9999998617498506,220120
0.0,0.0,0.9999999999999015,220120
0.0,0.0,0.9999999999999015,220120
4225019.0,32605.22198973655,0.9999977800504636,220120
0.0,0.0,0.9999999999999808,220120
0.0,0.0,0.9999999999999808,220120
0.0,0.0,0.9999999999999808,220120
0.0,0.0,0.9999999999999808,220120
2349684.0,24061.48823327435,0.9999970517157986,220120
22554.0,2386.6855678953607,0.9999999985584312,220120
0.0,0.0,0.9999999999999952,220120
1013569.0,15871.047381946788,0.9999994739704022,220120
150.0,17.320508075688775,0.9999999994454591,220120
441664.0,10454.905929753744,0.9999997147740232,220120
0.0,0.0,0.999999999999961,220120
1530524.0,19394.076466797793,0.9999984621288515,220120
0.0,0.0,1.000000000000141,220120
0.0,0.0,1.000000000000141,220120
369661.0,9625.173504929664,0.9999998947403947,220120
848324.0,14525.018898438653,0.999999648163202,220120
1190410.0,17258.699081912288,0.9999995296834517,220120
0.0,0.0,1.0000000000001874,220120
720066.0,13356.433206511385,0.999999481110273,220120
396005.0,9939.322663038965,0.9999997942147276,220120
0.0,0.0,1.0000000000000613,220120
0.0,0.0,1.0000000000000613,220120
1139530.0,16725.711823417263,0.9999986122483543,220120
665729.0,12837.063020800357,0.9999995005492288,220120
24070.0,2418.5032561483144,0.9999999799999626,220120
0.0,0.0,0.9999999999999931,220120
2406350.0,24387.004654118555,0.999997923772544,220120
57675.0,3799.2863803614487,0.9999999928719557,220120
455435.0,10632.308827343193,0.9999997351012772,220120
0.0,0.0,1.0000000000002223,220120
2356214.0,24194.56215764195,0.9999983184369101,220120
162.0,22.978250586152114,0.9999999990241775,220120
1572862.0,19752.746695080154,0.9999988761006282,220120
0.0,0.0,0.9999999999999584,220120
826336.0,14349.78627018535,0.9999995700248485,220120
12285.0,1760.6984409602912,0.9999999992402219,220120
1004510.0,15771.079100682997,0.9999991958723027,220120
762751.0,13784.826114246056,0.9999995755008371,220120
0.0,0.0,0.999999999999981,220120
881823.0,14770.809896549343,0.9999996294338614,220120
461437.0,10689.715571520133,0.9999998792283462,220120
757686.0,13673.318031845818,0.9999994800108531,220120
421673.0,10175.28589278945,0.9999998186833303,220120
5661.0,1082.781141320812,0.9999999963349787,220120
758562.0,13674.283162199034,0.9999996318450111,220120
153694.0,6070.580861828627,0.9999999210209841,220120
63003.0,3948.4661578896685,0.9999999527154745,220120
795780.0,13890.726690853866,0.9999996764696799,220120
159146.0,6219.221012313359,0.9999999551914974,220120
0.0,0.0,1.0000000000001175,220120
681615.0,12937.767929592801,0.9999996163460197,220120
1363023.0,18243.198266751366,0.9999990227183531,220120
146111.0,5974.098509398719,0.9999998725048308,220120
0.0,0.0,1.0000000000001446,220120
798814.0,14032.455309032699,0.9999994176562894,220120
189521.0,6816.218233008682,0.999999915023941,220120
384337.0,9752.868039710165,0.9999997784076127,220120
0.0,0.0,1.0000000000000966,220120
1463707.0,18936.58393163878,0.999998541633121,220120
1252603.0,17526.014350102534,0.9999988729301548,220120
6940.0,1319.5423449059906,0.9999999992755919,220120
1546748.0,19339.030275585174,0.9999985372337397,220120
44203.0,3306.7614065729026,0.999999993585813,220120
171.0,19.364916731037084,0.9999999993070846,220120
1181658.0,16871.84216379468,0.9999991411973123,220120
692519.0,13087.531661852818,0.9999995306576501,220120
738374.0,13589.775347664876,0.9999996262534374,220120
882529.0,14730.474092845756,0.9999991934400418,220120
13062.0,1807.4379657404565,0.9999999976051526,220120
4898811.0,34936.66874503063,0.9999975444138459,220120
739502.0,13554.861268194521,0.9999995969617693,220120
353067.0,9434.806887265897,0.9999999408128272,220120
0.0,0.0,1.0000000000000844,220120
1419442.0,18860.551900726554,0.9999991007542358,220120
3058033.0,27849.855277900457,0.9999997777099483,220120
2563994.0,25451.504317033992,0.9999996863596063,220120
93975.0,4877.244406424595,0.9999999924435895,220120
1392826.0,18647.79938759531,0.9999994062849146,220120
