l1,l2,meeting_id
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
657812553.0,325476.59540894796,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
317619330.0,280990.5207297926,89955984556
19646597.0,70532.73233754665,89955984556
52973.0,3665.4801868240947,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
195753050.0,220166.23192942192,89955984556
10421240.0,51357.87770147828,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
207777823.0,226268.41233588042,89955984556
10349867.0,51201.47248859158,89955984556
21400.0,2333.84960955071,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
133302079.0,182103.47669662983,89955984556
8317707.0,45896.86530690304,89955984556
3246.0,883.5734264904078,89955984556
167015295.0,201013.6227846262,89955984556
9938119.0,50158.07212204233,89955984556
276753172.0,253489.39162418613,89955984556
15215804.0,62051.46718652187,89955984556
21664.0,2349.0372495982265,89955984556
0.0,0.0,89955984556
249428507.0,245920.26712940924,89955984556
13359841.0,58182.67187917722,89955984556
214148345.0,226098.18852215513,89955984556
13330909.0,58099.03027590048,89955984556
48978.0,3529.2871801540887,89955984556
188309525.0,211785.25893697134,89955984556
11003640.0,52786.94745862844,89955984556
0.0,0.0,89955984556
192309083.0,217025.57583612122,89955984556
14847134.0,61347.4872509054,89955984556
32007.0,2851.162394533149,89955984556
189699010.0,216731.40607673823,89955984556
9294411.0,48516.34408114445,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
210904525.0,229591.2043110537,89955984556
9023067.0,47798.173176388234,89955984556
0.0,0.0,89955984556
184882227.0,214958.3920134313,89955984556
6931914.0,41905.33171327964,89955984556
176671516.0,210111.14244608732,89955984556
6354604.0,40085.98380980564,89955984556
0.0,0.0,89955984556
150191578.0,193322.9449082545,89955984556
5814893.0,38373.08456457469,89955984556
0.0,0.0,89955984556
159005208.0,198933.96756713017,89955984556
7177987.0,42634.30589325925,89955984556
146765505.0,191149.77740766533,89955984556
6015920.0,39036.349445100524,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
168435992.0,205147.16096012638,89955984556
7596854.0,43880.45002048179,89955984556
147.0,14.798648586948742,89955984556
137955908.0,185570.57186957204,89955984556
4997880.0,35584.99574258791,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
148799078.0,192943.92300355044,89955984556
6818190.0,41567.545777926316,89955984556
22935.0,2417.563856447229,89955984556
124337135.0,176348.63409451177,89955984556
4867684.0,35097.737021067325,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
128335892.0,179050.09641996847,89955984556
4754262.0,34687.754957621575,89955984556
21408.0,2335.8064988350384,89955984556
0.0,0.0,89955984556
131135918.0,180172.54614396722,89955984556
6550192.0,40738.97696310009,89955984556
0.0,0.0,89955984556
179168875.0,208590.0799343056,89955984556
10450475.0,51436.868110335025,89955984556
18321.0,2159.1546957084847,89955984556
154301276.0,193083.57839029192,89955984556
10395063.0,51308.567189115696,89955984556
177136627.0,208859.78860709403,89955984556
11814191.0,54710.062301189166,89955984556
146137195.0,189572.89193605713,89955984556
8879290.0,47432.6292545543,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
150684058.0,193566.51382405998,89955984556
10124470.0,50644.34444239554,89955984556
108109100.0,163668.6913187736,89955984556
6375293.0,40184.44449037463,89955984556
0.0,0.0,89955984556
164121960.0,202395.27940147222,89955984556
8238779.0,45678.855819733486,89955984556
0.0,0.0,89955984556
138737431.0,185941.61286005884,89955984556
6997314.0,42107.850408207734,89955984556
74615.0,4343.684265689669,89955984556
212924080.0,229957.39798927974,89955984556
10847531.0,52416.70244301906,89955984556
26727.0,2608.300021086531,89955984556
146721906.0,189983.31691493336,89955984556
7372864.0,43213.06786146987,89955984556
0.0,0.0,89955984556
174362426.0,207967.10969285504,89955984556
12681924.0,56636.51076823148,89955984556
66800.0,4117.637915115898,89955984556
180892439.0,212648.0495443116,89955984556
7012828.0,42149.95613283601,89955984556
0.0,0.0,89955984556
63540703.0,126135.90990277115,89955984556
2206173.0,23648.434641641717,89955984556
0.0,0.0,89955984556
117500924.0,171237.31349212414,89955984556
6620747.0,40958.86122684565,89955984556
0.0,0.0,89955984556
89352930.0,149102.68692414634,89955984556
4217597.0,32671.94082083279,89955984556
121397277.0,174400.16451540406,89955984556
5717080.0,38045.7625761398,89955984556
132.0,12.96148139681572,89955984556
75240704.0,136873.45871278332,89955984556
2976032.0,27466.48950994648,89955984556
0.0,0.0,89955984556
170441003.0,205808.32714202796,89955984556
7424383.0,43359.146520659284,89955984556
0.0,0.0,89955984556
149031479.0,191644.30660210075,89955984556
5699708.0,37967.19360184526,89955984556
83115.0,4591.814129513519,89955984556
212145665.0,228320.05758364726,89955984556
10459216.0,51455.543005588814,89955984556
127950765.0,177394.51757312004,89955984556
6034648.0,39069.84642918372,89955984556
0.0,0.0,89955984556
165915186.0,203581.55389425633,89955984556
5797946.0,38310.85840855044,89955984556
0.0,0.0,89955984556
142797004.0,187968.84846165334,89955984556
7180374.0,42632.176932453265,89955984556
17691.0,2110.737548820317,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
137115792.0,185033.03048374903,89955984556
5851286.0,38499.393709511845,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
0.0,0.0,89955984556
